sale_date,car_model,sales_amount,dealer,color,engine_capacity,model_year,horsepower,type
2020-05-04,Ford Focus,48530,Dealer B,Red,3.0L,2022,191,SUV
2020-07-04,Honda Accord,38171,Dealer B,Red,2.0L,2023,314,Intermediate Sedan
2020-07-16,BMW 5 Series,26073,Dealer B,White,3.0L,2022,163,Sports
2020-11-30,Chevrolet Malibu,20117,Dealer B,Black,2.5L,2024,203,Premium
2023-10-03,Honda Accord,41559,Dealer B,Gray,2.5L,2025,346,Intermediate Sedan
2023-10-18,Honda Accord,18738,Dealer B,Red,2.0L,2022,366,Sports
2020-02-07,Audi A4,57703,Dealer B,White,2.0L,2021,257,Sports
2024-04-12,Audi A6,24793,Dealer B,White,2.0L,2024,364,Standard Sedan
2022-09-23,Toyota Camry,22125,Dealer B,Gray,2.5L,2022,384,Standard Sedan
2024-09-04,Toyota Camry,37253,Dealer B,Black,2.0L,2021,248,Sports
2023-06-23,BMW 5 Series,20635,Dealer B,Red,2.5L,2024,176,Premium
2020-08-04,Ford Focus,36950,Dealer B,White,3.0L,2024,234,SUV
2021-12-14,Honda Accord,43982,Dealer B,Blue,3.0L,2022,313,Standard Sedan
2024-07-06,Honda Accord,51446,Dealer B,Blue,2.5L,2024,254,Intermediate Sedan
2022-07-24,Ford Mustang,35611,Dealer B,Blue,2.5L,2020,299,Standard Sedan
2021-01-03,Ford Mustang,40155,Dealer B,Green,2.5L,2022,291,Premium
2021-04-06,Ford Focus,39329,Dealer B,Black,3.0L,2022,352,Intermediate Sedan
2022-06-05,Toyota Camry,46082,Dealer B,White,2.5L,2025,228,Intermediate Sedan
2024-09-19,Honda Accord,29361,Dealer B,White,3.5L,2023,286,Sports
2023-03-23,BMW 5 Series,30929,Dealer B,Black,2.0L,2025,368,Standard Sedan
2020-09-03,Ford Mustang,18473,Dealer B,Blue,2.5L,2022,247,Standard Sedan
2022-02-03,Honda Civic,28541,Dealer B,Red,3.0L,2022,204,Intermediate Sedan
2021-10-31,Audi A4,21177,Dealer B,Blue,3.5L,2023,380,SUV
2021-12-28,Chevrolet Impala,21639,Dealer B,Red,3.5L,2021,151,Standard Sedan
2020-07-30,Audi A4,43623,Dealer B,Gray,2.0L,2024,281,Intermediate Sedan
2021-12-17,Toyota Camry,37216,Dealer B,Black,2.0L,2024,310,Premium
2024-11-27,Honda Accord,26039,Dealer B,Red,2.5L,2024,384,Standard Sedan
2024-03-06,BMW 3 Series,20452,Dealer B,White,2.0L,2021,296,Intermediate Sedan
2023-03-21,BMW 3 Series,15052,Dealer B,Gray,3.5L,2020,179,Intermediate Sedan
2023-09-30,Ford Mustang,47905,Dealer B,Gray,3.5L,2024,289,Standard Sedan
2023-02-19,Toyota Camry,59160,Dealer B,Red,3.0L,2022,336,Sports
2022-10-23,BMW 3 Series,49654,Dealer B,Blue,3.0L,2023,377,SUV
2023-04-26,Audi A4,27403,Dealer B,Black,2.0L,2021,180,Intermediate Sedan
2021-07-16,Ford Focus,22332,Dealer B,Gray,2.0L,2023,205,Standard Sedan
2023-06-03,Audi A4,48957,Dealer B,White,3.5L,2021,395,Premium
2021-12-03,Audi A6,18674,Dealer B,Red,2.0L,2020,287,SUV
2022-01-06,Ford Focus,27904,Dealer B,Silver,3.0L,2025,286,Standard Sedan
2020-02-28,Audi A4,25189,Dealer B,White,2.5L,2020,269,SUV
2020-06-01,Audi A6,16638,Dealer B,Silver,2.0L,2021,369,Standard Sedan
2024-04-13,Ford Focus,35434,Dealer B,Green,2.5L,2022,270,SUV
2022-09-01,Audi A6,21043,Dealer B,Red,3.5L,2022,248,Premium
2024-05-16,BMW 5 Series,41006,Dealer B,Black,3.0L,2023,293,Sports
2023-07-06,Ford Mustang,35089,Dealer B,White,2.0L,2020,237,Premium
2024-11-06,Honda Accord,47395,Dealer B,Black,2.5L,2020,279,Premium
2020-04-26,Audi A4,36267,Dealer B,Black,3.0L,2022,177,Intermediate Sedan
2022-12-28,Ford Mustang,16740,Dealer B,Red,2.5L,2020,257,Premium
2022-12-02,BMW 5 Series,27639,Dealer B,Red,3.5L,2023,260,Premium
2024-05-21,Toyota Camry,56664,Dealer B,Silver,3.0L,2025,255,SUV
2022-10-28,Audi A4,18316,Dealer B,Green,2.0L,2023,202,SUV
2023-07-29,Audi A6,28662,Dealer B,Red,3.0L,2023,399,Sports
2024-02-25,Ford Mustang,54167,Dealer B,White,2.0L,2020,319,Intermediate Sedan
2024-09-09,BMW 3 Series,32759,Dealer B,Gray,3.5L,2025,397,Sports
2023-10-20,Ford Mustang,25414,Dealer B,Gray,3.5L,2025,349,SUV
2024-02-26,BMW 3 Series,28528,Dealer B,White,2.0L,2023,186,Premium
2022-05-16,Honda Civic,47509,Dealer B,Red,2.5L,2022,294,Premium
2021-01-19,BMW 5 Series,49110,Dealer B,Gray,3.0L,2023,315,Intermediate Sedan
2022-08-22,Audi A6,20572,Dealer B,Blue,3.0L,2022,209,Standard Sedan
2023-08-08,Toyota Corolla,28715,Dealer B,Gray,2.0L,2024,218,Sports
2020-08-17,Chevrolet Malibu,49050,Dealer B,Black,3.0L,2022,299,Intermediate Sedan
2022-02-22,Ford Mustang,17397,Dealer B,Gray,2.0L,2020,258,Intermediate Sedan
2020-08-28,Toyota Corolla,26241,Dealer B,Silver,2.5L,2021,390,Standard Sedan
2025-01-04,Toyota Corolla,56857,Dealer B,Silver,2.0L,2024,237,Standard Sedan
2022-04-26,Audi A6,30532,Dealer B,Blue,2.5L,2025,382,SUV
2022-06-23,BMW 5 Series,52467,Dealer B,Black,3.0L,2021,210,Sports
2023-03-08,Chevrolet Impala,20891,Dealer B,Silver,3.0L,2020,248,SUV
2023-07-13,Toyota Camry,28022,Dealer B,Blue,3.0L,2023,351,Premium
2023-05-09,Audi A4,49043,Dealer B,Blue,2.0L,2020,270,SUV
2020-07-01,Ford Focus,42567,Dealer B,Gray,2.0L,2022,165,Intermediate Sedan
2021-03-15,BMW 3 Series,19808,Dealer B,Red,3.0L,2025,180,Premium
2025-03-04,Ford Mustang,40404,Dealer B,Green,3.0L,2023,177,Premium
2024-07-29,Chevrolet Impala,35558,Dealer B,Red,3.5L,2024,230,SUV
2023-07-26,Honda Accord,31146,Dealer B,Gray,3.0L,2020,237,Intermediate Sedan
2022-06-29,Audi A4,32644,Dealer B,Blue,2.0L,2020,314,Sports
2020-04-04,Ford Mustang,43988,Dealer B,Green,2.0L,2020,375,Sports
2022-04-08,Toyota Corolla,37177,Dealer B,Silver,2.0L,2022,340,Intermediate Sedan
2024-09-19,Toyota Camry,28397,Dealer B,Green,2.0L,2023,215,Intermediate Sedan
2020-08-17,BMW 5 Series,32391,Dealer B,White,3.0L,2022,381,Premium
2022-08-15,Chevrolet Impala,21433,Dealer B,Silver,2.5L,2023,287,Intermediate Sedan
2021-03-11,Ford Focus,27818,Dealer B,Black,2.0L,2022,221,Intermediate Sedan
2020-10-16,Chevrolet Impala,33796,Dealer B,Silver,3.5L,2023,312,Standard Sedan
2024-01-30,Honda Civic,39913,Dealer B,Black,3.5L,2020,365,Premium
2021-06-11,Honda Civic,58735,Dealer B,Gray,3.0L,2025,241,Intermediate Sedan
2022-08-15,Toyota Corolla,30125,Dealer B,Green,3.5L,2024,345,Sports
2023-04-22,Chevrolet Impala,20759,Dealer B,Gray,3.5L,2024,276,Standard Sedan
2025-02-27,Audi A4,59232,Dealer B,Green,2.5L,2021,381,Standard Sedan
2023-04-17,BMW 3 Series,53319,Dealer B,Green,3.0L,2025,328,Standard Sedan
2021-05-21,Audi A6,25921,Dealer B,White,3.5L,2024,175,Intermediate Sedan
2021-07-13,Audi A4,40711,Dealer B,Blue,2.0L,2024,226,Premium
2021-06-23,Audi A6,17782,Dealer B,Blue,2.0L,2025,318,Standard Sedan
2022-09-08,Toyota Corolla,46176,Dealer B,Black,3.5L,2021,177,Premium
2023-07-24,Honda Accord,58087,Dealer B,Blue,3.5L,2022,182,Premium
2023-08-02,BMW 3 Series,28799,Dealer B,Black,3.5L,2022,360,Intermediate Sedan
2023-05-12,Honda Civic,59368,Dealer B,White,3.5L,2025,400,Standard Sedan
2020-06-23,Honda Accord,49080,Dealer B,Gray,3.5L,2025,382,SUV
2020-08-07,Audi A4,42568,Dealer B,Red,2.5L,2021,201,Sports
2023-09-22,BMW 3 Series,55250,Dealer B,Red,2.5L,2022,257,Premium
2020-01-05,Ford Mustang,42270,Dealer B,Black,2.0L,2022,364,SUV
2023-05-20,Audi A6,29841,Dealer B,Blue,3.5L,2022,309,Standard Sedan
2022-05-16,Honda Civic,38919,Dealer B,Silver,2.0L,2022,392,Intermediate Sedan
2024-02-27,Ford Focus,46897,Dealer B,White,3.0L,2024,166,Premium
2025-01-05,BMW 3 Series,23446,Dealer B,Green,3.5L,2024,227,Sports
2022-02-11,Ford Focus,51672,Dealer B,Silver,3.0L,2024,280,Intermediate Sedan
2020-09-08,Audi A6,19721,Dealer B,Gray,3.0L,2022,240,Premium
2024-07-06,Honda Civic,24897,Dealer B,Red,2.0L,2025,210,Sports
2022-02-06,Chevrolet Impala,21227,Dealer B,White,2.0L,2022,377,Standard Sedan
2023-11-10,Audi A6,53210,Dealer B,Blue,2.0L,2022,369,Intermediate Sedan
2023-07-13,Toyota Corolla,25100,Dealer B,Silver,3.5L,2021,323,Sports
2023-09-22,Honda Civic,43535,Dealer B,Black,3.0L,2023,215,Premium
2020-12-12,Ford Focus,18782,Dealer B,Blue,3.5L,2025,187,Premium
2020-08-25,BMW 5 Series,50879,Dealer B,Green,3.5L,2021,370,SUV
2021-08-30,Chevrolet Malibu,54900,Dealer B,Gray,3.5L,2023,235,Premium
2022-08-22,BMW 3 Series,32956,Dealer B,Green,3.5L,2020,279,Premium
2024-03-24,Audi A6,16464,Dealer B,Green,2.5L,2020,162,Standard Sedan
2022-12-18,BMW 5 Series,55913,Dealer B,Black,2.5L,2025,336,SUV
2023-01-23,Ford Mustang,41840,Dealer B,Gray,3.0L,2022,279,Premium
2021-08-26,Audi A4,43860,Dealer B,Black,3.0L,2022,317,Premium
2023-02-09,Chevrolet Impala,59060,Dealer B,Black,2.0L,2022,352,Standard Sedan
2020-10-30,Audi A6,54642,Dealer B,Black,3.0L,2020,281,Standard Sedan
2023-02-05,BMW 3 Series,19758,Dealer B,Black,2.0L,2020,179,Standard Sedan
2021-04-07,Honda Accord,32843,Dealer B,Silver,3.0L,2025,394,Standard Sedan
2023-06-18,Audi A6,27566,Dealer B,Silver,2.5L,2020,212,Premium
2020-06-16,Ford Mustang,23693,Dealer B,Green,3.0L,2020,289,Standard Sedan
2024-04-20,Toyota Camry,31511,Dealer B,Black,2.0L,2022,281,Premium
2021-06-02,Honda Accord,55180,Dealer B,Blue,3.0L,2023,238,SUV
2022-03-30,Honda Civic,36892,Dealer B,Red,2.5L,2021,182,Standard Sedan
2023-03-13,BMW 3 Series,52817,Dealer B,Green,2.0L,2021,207,SUV
2020-12-08,Ford Mustang,52244,Dealer B,Black,2.5L,2025,372,Standard Sedan
2023-07-02,Honda Accord,33676,Dealer B,Red,2.0L,2024,215,Intermediate Sedan
2022-05-07,Ford Focus,32556,Dealer B,Silver,3.0L,2021,150,Intermediate Sedan
2020-06-03,Ford Focus,59228,Dealer B,Silver,2.5L,2022,257,Intermediate Sedan
2021-02-11,Audi A6,55336,Dealer B,White,3.5L,2020,202,Intermediate Sedan
2022-12-10,BMW 3 Series,39479,Dealer B,White,2.0L,2020,299,SUV
2023-11-16,Chevrolet Malibu,40114,Dealer B,White,2.0L,2025,173,Intermediate Sedan
2021-08-08,Toyota Camry,43534,Dealer B,Black,3.5L,2021,201,SUV
2024-04-03,Honda Civic,35350,Dealer B,Black,2.0L,2023,189,Premium
2020-10-15,Toyota Corolla,59794,Dealer B,Black,3.5L,2020,213,Standard Sedan
2022-01-14,Ford Focus,27835,Dealer B,Red,2.0L,2024,312,SUV
2020-04-11,Ford Focus,28657,Dealer B,Blue,3.0L,2023,377,SUV
2023-06-20,Ford Mustang,15938,Dealer B,Black,2.0L,2025,164,Sports
2022-09-07,Honda Civic,43403,Dealer B,Red,2.5L,2022,246,Premium
2024-04-23,Audi A4,25206,Dealer B,Green,2.5L,2022,332,Premium
2020-10-01,Ford Mustang,46055,Dealer B,Blue,3.5L,2023,321,Standard Sedan
2020-04-01,Honda Civic,28368,Dealer B,Gray,2.5L,2020,221,Standard Sedan
2023-06-17,Toyota Camry,45051,Dealer B,Silver,2.5L,2022,167,Intermediate Sedan
2022-05-16,Audi A6,41855,Dealer B,Gray,2.0L,2020,238,Intermediate Sedan
2021-04-27,Toyota Camry,40169,Dealer B,Silver,2.0L,2022,385,Intermediate Sedan
2024-03-02,BMW 3 Series,45838,Dealer B,Blue,2.0L,2022,338,Premium
2023-10-12,Chevrolet Impala,26448,Dealer B,Red,3.0L,2023,361,Premium
2022-08-19,BMW 3 Series,18367,Dealer B,Silver,3.0L,2024,177,Standard Sedan
2022-08-08,Toyota Camry,26655,Dealer B,Red,2.5L,2023,236,Intermediate Sedan
2021-08-18,Ford Mustang,54235,Dealer B,Gray,3.0L,2025,199,Sports
2022-01-18,Honda Accord,37771,Dealer B,White,2.5L,2022,194,Sports
2023-12-09,Toyota Camry,49089,Dealer B,Green,3.0L,2023,203,Premium
2021-10-09,Toyota Corolla,46685,Dealer B,Black,2.5L,2024,166,Premium
2021-11-08,Chevrolet Impala,34622,Dealer B,White,2.0L,2022,334,SUV
2023-04-27,Ford Focus,47201,Dealer B,Blue,3.0L,2021,378,SUV
2020-11-17,BMW 5 Series,49142,Dealer B,Blue,3.0L,2025,232,Standard Sedan
2020-05-24,Toyota Camry,49047,Dealer B,Green,2.0L,2023,256,Premium
2020-09-20,BMW 3 Series,31843,Dealer B,Black,3.0L,2020,264,Premium
2022-03-19,Honda Civic,18991,Dealer B,Blue,3.5L,2025,266,Premium
2025-03-05,Ford Mustang,41768,Dealer B,Gray,3.0L,2022,256,Sports
2023-05-12,BMW 5 Series,20487,Dealer B,White,3.0L,2021,238,Intermediate Sedan
2024-05-25,BMW 5 Series,23252,Dealer B,Red,2.5L,2022,236,Intermediate Sedan
2020-07-28,Ford Focus,19814,Dealer B,Silver,2.5L,2023,377,Premium
2020-11-27,Chevrolet Impala,56583,Dealer B,Blue,2.0L,2021,183,Premium
2021-01-02,Chevrolet Impala,47169,Dealer B,Red,2.5L,2021,275,Premium
2024-05-06,Honda Civic,53011,Dealer B,White,2.5L,2023,235,Standard Sedan
2020-10-24,BMW 5 Series,27978,Dealer B,Red,2.5L,2023,340,Standard Sedan
2024-10-10,BMW 5 Series,32062,Dealer B,Silver,2.5L,2022,340,Premium
2024-03-03,Honda Accord,52614,Dealer B,Green,2.5L,2022,245,Standard Sedan
2022-05-24,Audi A4,59960,Dealer B,Blue,3.0L,2025,222,SUV
2023-05-25,BMW 3 Series,35588,Dealer B,Blue,3.0L,2021,347,Premium
2020-06-30,Chevrolet Impala,59987,Dealer B,Green,3.5L,2020,376,Premium
2020-01-27,Honda Accord,58193,Dealer B,Blue,2.0L,2021,271,Sports
2020-01-27,Toyota Corolla,30856,Dealer B,Blue,2.0L,2023,173,Sports
2023-09-22,BMW 3 Series,46448,Dealer B,Silver,3.5L,2025,335,Premium
2021-08-01,BMW 3 Series,41754,Dealer B,Gray,3.5L,2025,395,Sports
2023-06-14,BMW 3 Series,20093,Dealer B,Gray,2.0L,2023,316,SUV
2023-07-08,Toyota Corolla,39596,Dealer B,Black,2.0L,2024,305,Standard Sedan
2021-10-22,Chevrolet Malibu,38455,Dealer B,Silver,3.0L,2023,258,Sports
2021-10-30,Honda Civic,16832,Dealer B,Blue,2.0L,2025,157,Sports
2023-05-24,Chevrolet Malibu,48109,Dealer B,Blue,3.5L,2020,267,Intermediate Sedan
2022-04-22,Ford Mustang,42219,Dealer B,Blue,3.5L,2024,375,SUV
2021-06-26,Toyota Corolla,24073,Dealer B,Green,2.5L,2022,223,Standard Sedan
2021-12-01,Toyota Camry,30792,Dealer B,Green,3.0L,2025,395,Intermediate Sedan
2024-03-19,Honda Accord,35813,Dealer B,Green,3.0L,2024,169,Sports
2023-11-03,BMW 5 Series,19489,Dealer B,Silver,3.0L,2024,374,Sports
2025-01-06,Ford Mustang,54394,Dealer B,Red,2.0L,2021,361,Sports
2023-05-19,Ford Focus,53906,Dealer B,White,3.0L,2020,290,Standard Sedan
2022-02-08,Ford Mustang,40613,Dealer B,Silver,3.5L,2021,159,Intermediate Sedan
2021-05-26,Honda Civic,58065,Dealer B,Black,2.5L,2021,203,Intermediate Sedan
2022-05-05,Chevrolet Impala,55739,Dealer B,Gray,3.0L,2021,186,Premium
2022-01-11,Ford Focus,45566,Dealer B,Green,3.5L,2025,327,SUV
2022-08-08,Toyota Corolla,48219,Dealer B,Silver,2.5L,2020,301,SUV
2021-05-29,Ford Focus,38635,Dealer B,Gray,3.5L,2022,227,Standard Sedan
2021-10-27,Honda Accord,29213,Dealer B,Black,3.0L,2020,212,Premium
2023-06-07,Audi A4,17369,Dealer B,Blue,3.5L,2021,327,Intermediate Sedan
2022-11-16,Audi A6,41407,Dealer B,Red,3.5L,2024,306,SUV
2020-06-12,Ford Mustang,35154,Dealer B,Gray,2.5L,2023,245,Premium
2023-10-01,Toyota Camry,29764,Dealer B,White,2.5L,2020,153,Intermediate Sedan
2024-03-30,Audi A4,16284,Dealer B,Green,3.0L,2021,218,Premium
2020-07-08,Ford Focus,38684,Dealer B,Green,3.0L,2023,382,Intermediate Sedan
2023-05-14,Honda Civic,32297,Dealer B,White,2.0L,2025,155,SUV
2024-02-25,Honda Accord,41674,Dealer B,Silver,2.0L,2021,168,Standard Sedan
2024-05-12,Ford Mustang,58569,Dealer B,Blue,2.0L,2025,306,Sports
2024-10-30,Chevrolet Malibu,22732,Dealer B,Green,3.0L,2020,303,Sports
2023-10-24,Toyota Corolla,58963,Dealer B,Green,2.0L,2024,231,Standard Sedan
2020-07-14,Chevrolet Impala,24843,Dealer B,White,3.0L,2022,271,Standard Sedan
2024-04-08,Honda Accord,42985,Dealer B,White,3.0L,2023,265,Standard Sedan
2024-05-16,Ford Focus,46662,Dealer B,Green,3.5L,2020,238,Premium
2024-04-01,Ford Mustang,24306,Dealer B,White,3.5L,2024,345,Intermediate Sedan
2022-01-22,Chevrolet Malibu,38153,Dealer B,Silver,3.0L,2020,355,SUV
2022-12-16,Toyota Corolla,25577,Dealer B,Black,3.5L,2024,269,Premium
2024-06-01,Chevrolet Impala,39965,Dealer B,Black,3.0L,2025,201,Standard Sedan
2023-02-15,BMW 3 Series,54302,Dealer B,White,2.0L,2020,201,Intermediate Sedan
2021-06-14,Ford Mustang,43310,Dealer B,Red,3.0L,2022,370,Standard Sedan
2022-08-21,Chevrolet Impala,39947,Dealer B,Red,3.0L,2021,234,Premium
2020-11-23,Toyota Corolla,44037,Dealer B,Silver,3.5L,2025,349,Premium
2024-12-10,Chevrolet Impala,52668,Dealer B,Silver,2.0L,2021,150,Sports
2024-05-03,Audi A6,15566,Dealer B,Blue,2.5L,2021,266,Standard Sedan
2024-02-03,Toyota Camry,49835,Dealer B,Silver,3.0L,2020,357,SUV
2021-12-31,Honda Civic,40903,Dealer B,Red,3.0L,2023,269,SUV
2024-12-05,Honda Civic,59159,Dealer B,Red,3.5L,2022,350,Intermediate Sedan
2020-05-16,Audi A4,17961,Dealer B,Silver,2.5L,2024,211,Intermediate Sedan
2021-10-08,Chevrolet Malibu,29657,Dealer B,Black,3.0L,2025,203,Standard Sedan
2024-05-22,Honda Civic,25091,Dealer B,Gray,2.5L,2025,275,Standard Sedan
2020-01-07,Ford Mustang,56646,Dealer B,Silver,3.0L,2020,160,Sports
2024-10-26,Ford Focus,42844,Dealer B,Black,2.0L,2024,314,Sports
2024-06-29,BMW 5 Series,38436,Dealer B,Green,3.5L,2024,372,Sports
2023-05-14,Honda Accord,22917,Dealer B,Red,2.5L,2021,338,Premium
2021-11-13,Honda Civic,24887,Dealer B,Blue,2.5L,2021,377,SUV
2020-11-09,Chevrolet Malibu,41400,Dealer B,Blue,3.5L,2021,389,Premium
2020-10-27,Ford Focus,37142,Dealer B,Black,2.0L,2021,150,Intermediate Sedan
2020-05-09,Honda Civic,25622,Dealer B,Black,2.0L,2025,164,Intermediate Sedan
2024-11-11,Ford Mustang,24445,Dealer B,Gray,2.0L,2024,349,Intermediate Sedan
2021-08-22,Audi A6,48345,Dealer B,Green,2.0L,2025,191,Intermediate Sedan
2022-12-06,Ford Focus,30436,Dealer B,Gray,3.5L,2020,207,Intermediate Sedan
2022-01-16,Ford Focus,24990,Dealer B,Silver,3.0L,2022,360,Standard Sedan
2020-04-03,Honda Accord,47754,Dealer B,Gray,3.0L,2023,201,Intermediate Sedan
2022-07-14,Toyota Camry,32827,Dealer B,Gray,3.0L,2023,199,SUV
2024-02-18,Chevrolet Malibu,50964,Dealer B,Black,2.5L,2022,167,Intermediate Sedan
2024-11-06,BMW 3 Series,25121,Dealer B,Black,3.5L,2025,166,SUV
2024-07-26,Ford Focus,53399,Dealer B,Red,3.0L,2024,359,SUV
2022-03-30,BMW 5 Series,55824,Dealer B,Red,3.0L,2023,379,Intermediate Sedan
2022-08-07,Toyota Corolla,38709,Dealer B,Gray,2.5L,2025,297,Standard Sedan
2022-04-20,Honda Accord,22830,Dealer B,Red,3.5L,2025,304,Sports
2021-05-25,Honda Accord,49850,Dealer B,Red,2.5L,2022,309,Sports
2022-11-06,Audi A6,31149,Dealer B,Gray,2.5L,2022,336,SUV
2020-09-01,Audi A4,59322,Dealer B,Green,3.5L,2023,279,Sports
2025-02-09,Toyota Corolla,56759,Dealer B,White,2.5L,2025,181,SUV
2024-06-16,BMW 5 Series,46496,Dealer B,White,3.0L,2020,302,Standard Sedan
2022-12-11,Audi A6,18434,Dealer B,Red,2.5L,2021,217,Intermediate Sedan
2020-04-02,Honda Civic,46063,Dealer B,Blue,3.0L,2020,157,Premium
2022-12-28,Toyota Camry,59441,Dealer B,Green,3.0L,2023,311,Sports
2023-10-02,Audi A6,59730,Dealer B,Blue,3.0L,2024,312,Intermediate Sedan
2025-02-13,Audi A6,51592,Dealer B,Gray,2.0L,2021,395,SUV
2024-05-11,Audi A4,25541,Dealer B,Black,3.0L,2020,254,Sports
2021-01-03,BMW 5 Series,54784,Dealer B,Blue,3.0L,2025,321,Sports
2023-07-01,Ford Mustang,30267,Dealer B,Blue,3.0L,2020,306,Standard Sedan
2023-01-31,Ford Mustang,55229,Dealer B,Silver,2.5L,2021,294,Standard Sedan
2021-01-29,Chevrolet Malibu,54276,Dealer B,Blue,3.5L,2024,356,Standard Sedan
2020-03-05,Toyota Camry,56985,Dealer B,Blue,2.0L,2025,275,Standard Sedan
2021-03-30,BMW 5 Series,18350,Dealer B,White,2.5L,2023,315,Intermediate Sedan
2022-11-10,Toyota Camry,16618,Dealer B,Green,3.0L,2020,261,Intermediate Sedan
2023-10-09,Audi A4,40127,Dealer B,Black,3.0L,2025,358,Sports
2021-12-20,Ford Mustang,48131,Dealer B,Gray,2.5L,2025,159,Intermediate Sedan
2022-10-11,Ford Focus,48358,Dealer B,Green,2.5L,2021,210,Premium
2021-02-14,Chevrolet Malibu,24568,Dealer B,Red,3.0L,2020,387,Sports
2023-01-29,Ford Mustang,44542,Dealer B,Black,3.0L,2023,166,Intermediate Sedan
2020-07-27,Audi A6,17837,Dealer B,Blue,2.0L,2021,192,Premium
2024-04-22,BMW 5 Series,30473,Dealer B,Red,3.0L,2022,215,Sports
2022-10-29,Honda Civic,29592,Dealer B,Blue,2.0L,2023,280,Intermediate Sedan
2020-10-08,Audi A4,50454,Dealer B,Green,2.0L,2021,375,Intermediate Sedan
2023-07-13,Toyota Camry,58917,Dealer B,Gray,2.5L,2020,267,Standard Sedan
2021-10-29,Chevrolet Malibu,31722,Dealer B,Silver,3.5L,2023,346,Premium
2023-08-07,Toyota Corolla,35626,Dealer B,Red,3.5L,2021,285,Premium
2020-07-18,Honda Accord,30521,Dealer B,Green,3.5L,2020,236,Intermediate Sedan
2022-09-18,Audi A4,19461,Dealer B,White,2.0L,2020,255,Intermediate Sedan
2023-09-27,Toyota Camry,19898,Dealer B,Blue,2.0L,2024,276,Intermediate Sedan
2022-03-04,BMW 3 Series,41197,Dealer B,Blue,2.5L,2022,365,Premium
2023-04-26,Toyota Corolla,43818,Dealer B,Black,3.0L,2022,241,SUV
2020-05-23,Honda Accord,22159,Dealer B,Blue,2.0L,2022,213,Premium
2022-03-18,Ford Mustang,36761,Dealer B,Green,3.5L,2021,336,SUV
2021-07-09,Toyota Corolla,47101,Dealer B,Blue,3.5L,2024,178,Premium
2021-02-26,Ford Focus,18120,Dealer B,Gray,3.0L,2020,257,SUV
2024-03-05,BMW 3 Series,32245,Dealer B,White,3.0L,2021,333,Premium
2021-11-06,BMW 3 Series,53159,Dealer B,White,2.5L,2023,342,Sports
2020-06-08,Toyota Corolla,49960,Dealer B,Gray,2.5L,2023,376,SUV
2023-10-23,BMW 5 Series,25320,Dealer B,Silver,3.0L,2024,369,Premium
2022-06-20,Chevrolet Impala,39479,Dealer B,Green,2.0L,2022,298,Standard Sedan
2023-01-10,Audi A6,38804,Dealer B,White,2.0L,2022,177,Premium
2021-10-12,Toyota Corolla,54956,Dealer B,Gray,2.0L,2020,168,Premium
2024-12-12,Honda Civic,37742,Dealer B,Red,2.0L,2020,277,Intermediate Sedan
2022-12-27,Ford Mustang,47850,Dealer B,White,3.5L,2023,287,Intermediate Sedan
2024-08-20,Toyota Camry,30652,Dealer B,White,2.5L,2022,164,SUV
2021-12-26,Honda Accord,32339,Dealer B,Green,3.5L,2022,290,Intermediate Sedan
2024-09-14,Ford Mustang,28151,Dealer B,Silver,2.5L,2020,285,SUV
2022-02-06,Chevrolet Impala,35903,Dealer B,Green,2.5L,2020,334,SUV
2021-08-01,Chevrolet Impala,50435,Dealer B,Green,3.0L,2025,259,Premium
2023-12-13,BMW 3 Series,25529,Dealer B,Red,3.5L,2025,300,Standard Sedan
2020-09-05,Ford Mustang,32337,Dealer B,Black,2.0L,2024,339,Sports
2025-01-19,Audi A6,15326,Dealer B,Green,2.0L,2024,202,Standard Sedan
2025-03-04,Audi A6,52340,Dealer B,Black,3.5L,2024,198,Standard Sedan
2024-07-14,Audi A4,37825,Dealer B,Black,3.5L,2022,364,Intermediate Sedan
2024-07-25,Honda Accord,17027,Dealer B,White,2.5L,2024,260,SUV
2020-03-07,Ford Mustang,17607,Dealer B,Gray,2.5L,2024,359,SUV
2022-03-07,Ford Mustang,37149,Dealer B,Gray,3.0L,2021,293,Premium
2024-07-29,Honda Civic,27618,Dealer B,Green,3.5L,2020,212,Intermediate Sedan
2022-04-09,Audi A4,24709,Dealer B,Silver,3.5L,2024,162,Intermediate Sedan
2023-03-08,Toyota Camry,37238,Dealer B,Red,2.5L,2021,350,SUV
2022-04-22,BMW 3 Series,37362,Dealer B,Blue,3.0L,2025,392,Intermediate Sedan
2023-06-17,BMW 5 Series,42063,Dealer B,Blue,3.0L,2021,209,Sports
2020-11-28,Honda Civic,48198,Dealer B,White,2.5L,2025,398,Standard Sedan
2024-08-07,Chevrolet Impala,21840,Dealer B,Green,3.0L,2022,252,Premium
2023-06-13,Audi A4,46007,Dealer B,Green,2.5L,2025,285,SUV
2020-12-16,Ford Mustang,35960,Dealer B,Red,3.0L,2025,357,Standard Sedan
2020-05-04,Honda Civic,18140,Dealer B,White,2.0L,2022,273,SUV
2025-03-06,Chevrolet Impala,42514,Dealer B,Gray,3.0L,2022,229,Standard Sedan
2024-02-19,Honda Civic,31103,Dealer B,Blue,2.5L,2025,221,Sports
2023-01-03,Audi A4,15611,Dealer B,Red,3.0L,2025,239,Sports
2024-01-06,Chevrolet Malibu,16313,Dealer B,Red,2.5L,2023,311,Intermediate Sedan
